HGNC symbol	Ensembl Gene ID
PNMA2	ENSG00000240694
TCFL5	ENSG00000101190
TEK	ENSG00000120156
MRPL2	ENSG00000112651
HUWE1	ENSG00000086758
PRKAG2	ENSG00000106617
AKAP11	ENSG00000023516
SYT17	ENSG00000103528
MOGAT2	ENSG00000166391
RPS18	ENSG00000227794
CDK3	ENSG00000250506
CSRP3	ENSG00000129170
AACS	ENSG00000081760
SLC12A5	ENSG00000124140
CCL2	ENSG00000108691
MBD5	ENSG00000204406
ITPKA	ENSG00000137825
RNASEL	ENSG00000135828
BRD2	ENSG00000204256
CTSC	ENSG00000109861
SLC22A8	ENSG00000149452
ACSL5	ENSG00000197142
TRIM15	ENSG00000233599
DDX10	ENSG00000178105
C6orf211	ENSG00000146476
CLCNKA	ENSG00000186510
TNFSF11	ENSG00000120659
SCML1	ENSG00000047634
MT2A	ENSG00000125148
ZBED2	ENSG00000177494
YARS2	ENSG00000139131
RGS16	ENSG00000143333
NDOR1	ENSG00000188566
AKAP13	ENSG00000170776
EVPL	ENSG00000167880
HAS1	ENSG00000105509
TEP1	ENSG00000129566
MRE11A	ENSG00000020922
RAPGEF2	ENSG00000109756
MT1E	ENSG00000169715
EPB41	ENSG00000159023
KCTD12	ENSG00000178695
AMPD2	ENSG00000116337
TAPBP	ENSG00000231925
ATP6V0D1	ENSG00000159720
CBX5	ENSG00000094916
DAXX	ENSG00000206206
NUPL2	ENSG00000136243
AP1B1	ENSG00000100280
CLN5	ENSG00000102805
AGPAT1	ENSG00000226467
DOT1L	ENSG00000104885
HLA-DPA1	ENSG00000224103
LHPP	ENSG00000107902
MKRN2	ENSG00000075975
SYDE1	ENSG00000105137
ATP6V1G2	ENSG00000230900
CLCNKB	ENSG00000184908
IRF8	ENSG00000140968
SPDEF	ENSG00000124664
COLEC12	ENSG00000158270
NPL	ENSG00000135838
RBM23	ENSG00000100461
DRP2	ENSG00000102385
KIFC1	ENSG00000233450
NUP214	ENSG00000126883
TFF3	ENSG00000160180
SAMM50	ENSG00000100347
SLC31A1	ENSG00000136868
KRT19	ENSG00000171345
CS	ENSG00000062485
CETN1	ENSG00000177143
E2F8	ENSG00000129173
STAT5B	ENSG00000173757
MT1M	ENSG00000205364
KIF5C	ENSG00000168280
ARF4	ENSG00000168374
MDC1	ENSG00000206481
NME6	ENSG00000172113
MYO10	ENSG00000145555
USP2	ENSG00000036672
EIF4A1	ENSG00000161960
MDM2	ENSG00000135679
TAF5	ENSG00000148835
PPM1F	ENSG00000100034
CLUL1	ENSG00000079101
SERPINI1	ENSG00000163536
KIAA0141	ENSG00000081791
EPHA2	ENSG00000142627
RRM2	ENSG00000171848
GSTM4	ENSG00000168765
PKP2	ENSG00000057294
TMC5	ENSG00000103534
FGFR1OP	ENSG00000213066
ST14	ENSG00000149418
ASCL1	ENSG00000139352
TASP1	ENSG00000089123
CDKAL1	ENSG00000145996
ZNF195	ENSG00000005801
DHX9	ENSG00000135829
UNC13A	ENSG00000130477
SLC39A7	ENSG00000206288
IL20RA	ENSG00000016402
FSCN3	ENSG00000106328
RORB	ENSG00000198963
NFKBIL1	ENSG00000235125
PEPD	ENSG00000124299
SMURF1	ENSG00000198742
MECR	ENSG00000116353
GSTM2	ENSG00000213366
DDB1	ENSG00000167986
CNOT4	ENSG00000080802
TFF2	ENSG00000160181
RGS19	ENSG00000171700
CD40	ENSG00000101017
DNAJC15	ENSG00000120675
WISP1	ENSG00000104415
TUBGCP2	ENSG00000130640
TFF1	ENSG00000160182
SLC26A10	ENSG00000135502
CLIC1	ENSG00000223639
FLT1	ENSG00000102755
VHL	ENSG00000134086
EHMT2	ENSG00000206376
SIRT4	ENSG00000089163
EFNA5	ENSG00000184349
DPYSL3	ENSG00000113657
MLLT1	ENSG00000130382
ING1	ENSG00000153487
OPRL1	ENSG00000125510
PTK7	ENSG00000112655
GPR75	ENSG00000119737
KIF13A	ENSG00000137177
CCL7	ENSG00000108688
GTF3C4	ENSG00000125484
MAP3K8	ENSG00000107968
PPM1H	ENSG00000111110
YTHDC2	ENSG00000047188
PARVB	ENSG00000188677
PTPRCAP	ENSG00000213402
C6orf106	ENSG00000196821
MAPK4	ENSG00000141639
GSTM1	ENSG00000134184
BBC3	ENSG00000105327
FKBP1B	ENSG00000119782
EIF2S3	ENSG00000130741
SFRP1	ENSG00000104332
EMP3	ENSG00000142227
TNNT1	ENSG00000105048
JUND	ENSG00000130522
LTA	ENSG00000226275
AVPR1A	ENSG00000166148
ANKRD10	ENSG00000088448
FPR1	ENSG00000171051
MYCBP2	ENSG00000005810
TRIM34	ENSG00000258659
PLA2G1B	ENSG00000170890
MED28	ENSG00000118579
KIF3A	ENSG00000131437
ZNF329	ENSG00000181894
TNF	ENSG00000223952
MYL5	ENSG00000215375
RRAD	ENSG00000166592
GSTM5	ENSG00000134201
RAF1	ENSG00000132155
ULK4	ENSG00000168038
NOLC1	ENSG00000166197
CORO1B	ENSG00000172725
DLX4	ENSG00000108813
TMPRSS3	ENSG00000160183
LAMC1	ENSG00000135862
CCL11	ENSG00000172156
PTPRU	ENSG00000060656
RFPL1	ENSG00000128250
RAD51C	ENSG00000108384
CDH22	ENSG00000149654
SLCO1B1	ENSG00000134538
ZNF274	ENSG00000171606
RND3	ENSG00000115963
MYT1	ENSG00000196132
HSD17B8	ENSG00000112474
SLC30A4	ENSG00000104154
MSI1	ENSG00000135097
FLOT1	ENSG00000137312
CCL8	ENSG00000108700
PSME4	ENSG00000068878
UVRAG	ENSG00000198382
TUBB	ENSG00000232421
GSTM3	ENSG00000134202
TIAF1	ENSG00000221995
MSH5	ENSG00000237333
LAMC2	ENSG00000058085
RAI2	ENSG00000131831
TYMS	ENSG00000176890
ZDHHC24	ENSG00000174165
NEFH	ENSG00000100285
TOX	ENSG00000198846
NR2F6	ENSG00000160113
NMI	ENSG00000123609
TRPM6	ENSG00000119121
SLC35C2	ENSG00000080189
GALNT11	ENSG00000178234
ADAMTS13	ENSG00000160323
FST	ENSG00000134363
GOLGA8A	ENSG00000175265
ESR1	ENSG00000091831
LTB	ENSG00000236237
FAM96B	ENSG00000166595
GFRA3	ENSG00000146013
CCND2	ENSG00000118971
EPS8L3	ENSG00000198758
TNFAIP6	ENSG00000123610
MATN1	ENSG00000162510
ANGPTL2	ENSG00000136859
NMNAT2	ENSG00000157064
LSM4	ENSG00000130520
RING1	ENSG00000206287
PRPF4	ENSG00000136875
PTPRE	ENSG00000132334
MYH2	ENSG00000125414
CCDC9	ENSG00000105321
AGER	ENSG00000230514
LAPTM5	ENSG00000162511
TATDN2	ENSG00000157014
POU5F1	ENSG00000230336
OR5V1	ENSG00000230742
SDC3	ENSG00000162512
SEZ6L2	ENSG00000174938
ACTN3	ENSG00000248746
ITGA3	ENSG00000005884
THAP11	ENSG00000168286
HLA-DPB1	ENSG00000230708
SCML2	ENSG00000102098
CYP4F8	ENSG00000186526
VPS52	ENSG00000206286
NUTF2	ENSG00000102898
TIMM9	ENSG00000100575
FGF4	ENSG00000075388
CRYBA1	ENSG00000108255
ZFX	ENSG00000005889
RDX	ENSG00000137710
COCH	ENSG00000100473
GALR2	ENSG00000182687
CSF1	ENSG00000184371
CACNB1	ENSG00000067191
FA2H	ENSG00000103089
STAT5A	ENSG00000126561
SNRPB	ENSG00000125835
MRPL28	ENSG00000086504
NEUROD6	ENSG00000164600
TRIM26	ENSG00000231002
MGAT1	ENSG00000131446
PCMTD2	ENSG00000203880
SAA4	ENSG00000148965
RNF40	ENSG00000103549
RIF1	ENSG00000080345
MKRN1	ENSG00000133606
FXYD1	ENSG00000266964
NELL2	ENSG00000184613
CLPP	ENSG00000125656
TSC22D1	ENSG00000102804
PLEKHJ1	ENSG00000104886
ARPC1A	ENSG00000241685
PCGF3	ENSG00000185619
FOXF1	ENSG00000103241
PPM1E	ENSG00000175175
STRAP	ENSG00000023734
CCL13	ENSG00000181374
AHCYL1	ENSG00000168710
FGF3	ENSG00000186895
HLA-DMB	ENSG00000239329
LIMK1	ENSG00000106683
ATXN7L1	ENSG00000146776
PAX4	ENSG00000106331
NDUFS4	ENSG00000164258
THY1	ENSG00000154096
TP53I3	ENSG00000115129
EXOC7	ENSG00000182473
FAM53B	ENSG00000189319
CECR5	ENSG00000069998
TUBB	ENSG00000183311
ZNF85	ENSG00000105750
ZNF440	ENSG00000171295
TOP3B	ENSG00000100038
LTK	ENSG00000062524
PUM1	ENSG00000134644
PGRMC2	ENSG00000164040
SNRPC	ENSG00000124562
COX6A1	ENSG00000111775
PDK3	ENSG00000067992
LTBR	ENSG00000111321
SQRDL	ENSG00000137767
TUSC3	ENSG00000104723
C1QBP	ENSG00000108561
TAF7L	ENSG00000102387
ILF3	ENSG00000129351
ILVBL	ENSG00000105135
CHST2	ENSG00000175040
GARNL3	ENSG00000136895
PHF1	ENSG00000225553
ALOX12	ENSG00000108839
CCR6	ENSG00000112486
NDRG1	ENSG00000104419
UBASH3A	ENSG00000160185
GALNT4	ENSG00000257594
ENOSF1	ENSG00000132199
PRDM11	ENSG00000019485
PVRL1	ENSG00000110400
GPNMB	ENSG00000136235
ATP2A3	ENSG00000074370
OSGEP	ENSG00000092094
STAB2	ENSG00000136011
NCF2	ENSG00000116701
STAG2	ENSG00000101972
UQCRC1	ENSG00000010256
TRIM37	ENSG00000108395
AGRP	ENSG00000159723
STRN3	ENSG00000196792
LST1	ENSG00000234514
FGFR4	ENSG00000160867
ATP2B1	ENSG00000070961
ZNF343	ENSG00000088876
HLA-DMA	ENSG00000243189
CDR1	ENSG00000184258
FER	ENSG00000151422
ARPC5	ENSG00000162704
SLCO1A2	ENSG00000084453
ARHGEF7	ENSG00000102606
ALX3	ENSG00000156150
PTPN2	ENSG00000175354
ACYP2	ENSG00000170634
CCL1	ENSG00000108702
ELMO2	ENSG00000062598
PSPN	ENSG00000125650
TRIM5	ENSG00000132256
WISP3	ENSG00000112761
SPANXB1	ENSG00000235604
S100B	ENSG00000160307
NPY1R	ENSG00000164128
PCYT1B	ENSG00000102230
FOXJ1	ENSG00000129654
ACAA1	ENSG00000060971
CREB5	ENSG00000146592
RNF5	ENSG00000204308
SLC36A1	ENSG00000123643
KCNC4	ENSG00000116396
RGL1	ENSG00000143344
WNT11	ENSG00000085741
CES2	ENSG00000172831
CD86	ENSG00000114013
PDCD11	ENSG00000148843
GTF2F1	ENSG00000125651
NDUFB11	ENSG00000147123
C12orf5	ENSG00000078237
ADAMTS8	ENSG00000134917
LDOC1	ENSG00000182195
NUFIP1	ENSG00000083635
RBM15	ENSG00000162775
GAK	ENSG00000178950
GTF2H4	ENSG00000226384
OR2S2	ENSG00000122718
KIAA1704	ENSG00000133114
ETV5	ENSG00000244405
GOLGA8B	ENSG00000215252
ARHGAP1	ENSG00000175220
SPANXC	ENSG00000198573
LRRC48	ENSG00000171962
NPY5R	ENSG00000164129
MAST1	ENSG00000105613
FSCN1	ENSG00000075618
PRKRIR	ENSG00000137492
GTF2F2	ENSG00000188342
CCT6B	ENSG00000132141
IRAK1	ENSG00000184216
SLC16A4	ENSG00000168679
ANKRD49	ENSG00000168876
NF1	ENSG00000196712
FABP3	ENSG00000121769
ZNF613	ENSG00000176024
ASCL2	ENSG00000183734
BRD2	ENSG00000234704
UBD	ENSG00000231968
IER3	ENSG00000137331
GPR31	ENSG00000120436
C9orf9	ENSG00000165698
SCN10A	ENSG00000185313
CECR1	ENSG00000093072
DAXX	ENSG00000204209
C1orf21	ENSG00000116667
HCG4	ENSG00000235317
RECK	ENSG00000122707
UNC93A	ENSG00000112494
FAM65A	ENSG00000039523
C11orf21	ENSG00000110665
KIAA1644	ENSG00000138944
GAL3ST4	ENSG00000197093
NUDT18	ENSG00000173566
NAV2	ENSG00000166833
PDHX	ENSG00000110435
OR2H2	ENSG00000229680
KLRB1	ENSG00000111796
SPTBN1	ENSG00000115306
ATP5O	ENSG00000241837
ZNF350	ENSG00000256683
SLC6A16	ENSG00000063127
CLMN	ENSG00000165959
PRMT2	ENSG00000160310
DAZL	ENSG00000092345
TINAGL1	ENSG00000142910
GRB10	ENSG00000106070
RNF5	ENSG00000228405
HR	ENSG00000168453
CYP2C18	ENSG00000108242
KCNA10	ENSG00000143105
PRR5	ENSG00000186654
ME2	ENSG00000082212
PITRM1	ENSG00000107959
DPYSL2	ENSG00000092964
KCNA2	ENSG00000177301
CLEC2D	ENSG00000069493
CDC25C	ENSG00000158402
GFAP	ENSG00000131095
DOCK6	ENSG00000130158
DNASE2	ENSG00000105612
KCNA3	ENSG00000177272
FLOT1	ENSG00000206480
KCNN2	ENSG00000080709
HCG9	ENSG00000234313
TPT1	ENSG00000133112
CD53	ENSG00000143119
TAF11	ENSG00000064995
NIPSNAP1	ENSG00000184117
HCRTR1	ENSG00000121764
RPS18	ENSG00000096150
ZNF430	ENSG00000118620
CHST8	ENSG00000124302
RNF2	ENSG00000121481
CASR	ENSG00000036828
IGLV6-57	ENSG00000211640
PEF1	ENSG00000162517
SNX19	ENSG00000120451
SYT13	ENSG00000019505
MOG	ENSG00000234623
SAA1	ENSG00000173432
VPREB1	ENSG00000169575
ELAC1	ENSG00000141642
APEX1	ENSG00000100823
TRIM29	ENSG00000137699
ENO2	ENSG00000111674
HTR3B	ENSG00000149305
ADAMTS1	ENSG00000154734
SLC7A1	ENSG00000139514
SEMA6D	ENSG00000137872
SPANXA1	ENSG00000198021
ZNF408	ENSG00000175213
CD37	ENSG00000104894
NCR3	ENSG00000225211
SLC37A1	ENSG00000160190
MYL3	ENSG00000160808
FXYD7	ENSG00000221946
TSC1	ENSG00000165699
MT1F	ENSG00000198417
PLCL2	ENSG00000154822
B3GALT4	ENSG00000206285
ARHGAP8	ENSG00000241484
VARS	ENSG00000231945
FAT2	ENSG00000086570
SKIV2L	ENSG00000223493
TMEM5	ENSG00000118600
WDR59	ENSG00000103091
DENND2A	ENSG00000146966
SEH1L	ENSG00000085415
PPP1R11	ENSG00000234058
CSTA	ENSG00000121552
WDR46	ENSG00000206284
PRPSAP1	ENSG00000161542
PRAME	ENSG00000185686
CEPT1	ENSG00000134255
KATNB1	ENSG00000140854
COL16A1	ENSG00000084636
SYNGR4	ENSG00000105467
SNX2	ENSG00000205302
MAGEC3	ENSG00000165509
OR2W1	ENSG00000206525
KDELR1	ENSG00000105438
SGTA	ENSG00000104969
C11orf30	ENSG00000158636
OR2J3	ENSG00000206522
AIF1	ENSG00000235985
OR2J2	ENSG00000234746
GOLGA7	ENSG00000147533
TSPAN32	ENSG00000064201
ZNF334	ENSG00000198185
NOTCH3	ENSG00000074181
OR10C1	ENSG00000220550
F2	ENSG00000180210
OR11A1	ENSG00000206517
UBL3	ENSG00000122042
ARPC1B	ENSG00000130429
MAPRE2	ENSG00000166974
RNF10	ENSG00000022840
C7orf25	ENSG00000136197
ITSN2	ENSG00000198399
DENND2D	ENSG00000162777
HIP1R	ENSG00000130787
RNF39	ENSG00000227171
HLA-DOA	ENSG00000231558
MRPS6	ENSG00000243927
STAG3	ENSG00000066923
IVNS1ABP	ENSG00000116679
AP4S1	ENSG00000100478
TTLL2	ENSG00000120440
ZDHHC6	ENSG00000023041
ADAMTS5	ENSG00000154736
HLA-DOA	ENSG00000204252
PGPEP1	ENSG00000130517
GRIN2D	ENSG00000105464
OR2H1	ENSG00000206516
KRT7	ENSG00000135480
HTR3A	ENSG00000166736
FXYD5	ENSG00000089327
NF2	ENSG00000186575
KIAA0586	ENSG00000100578
EPM2A	ENSG00000112425
IDH3B	ENSG00000101365
NEB	ENSG00000183091
RPA1	ENSG00000132383
SLC13A3	ENSG00000158296
SLC5A3	ENSG00000198743
RBM10	ENSG00000182872
SPHK1	ENSG00000176170
TRIM31	ENSG00000226402
QTRTD1	ENSG00000151576
NFKBIB	ENSG00000104825
CHI3L2	ENSG00000064886
KLF1	ENSG00000105610
PDK2	ENSG00000005882
C2	ENSG00000206372
KCNE2	ENSG00000159197
TGFB1	ENSG00000105329
TCP10	ENSG00000203690
TRIM22	ENSG00000132274
MYH3	ENSG00000109063
LIG3	ENSG00000005156
YES1	ENSG00000176105
ZDHHC3	ENSG00000163812
RPL19	ENSG00000108298
BTNL8	ENSG00000113303
NME4	ENSG00000103202
AGER	ENSG00000234729
PRDX3	ENSG00000165672
ADCK2	ENSG00000133597
GRWD1	ENSG00000105447
POU2F3	ENSG00000137709
CHIA	ENSG00000134216
CDC5L	ENSG00000096401
CSNK2B	ENSG00000228875
HMGB1	ENSG00000189403
SMAD4	ENSG00000141646
BAI2	ENSG00000121753
XRCC2	ENSG00000196584
AIP	ENSG00000110711
SLC26A6	ENSG00000225697
GCDH	ENSG00000105607
AQR	ENSG00000021776
RTN4	ENSG00000115310
KCNJ14	ENSG00000182324
SCEL	ENSG00000136155
DDR1	ENSG00000204580
FOXC2	ENSG00000176692
ACTR3B	ENSG00000133627
FOXL1	ENSG00000176678
KCNE1	ENSG00000180509
RUNX1T1	ENSG00000079102
NUP50	ENSG00000093000
MECP2	ENSG00000169057
HLA-C	ENSG00000237022
NSD1	ENSG00000165671
ATPAF2	ENSG00000171953
CD69	ENSG00000110848
OVGP1	ENSG00000085465
CASC1	ENSG00000118307
ADCYAP1	ENSG00000141433
TCL1B	ENSG00000213231
TMEM41B	ENSG00000166471
NCR3	ENSG00000237808
TCL1A	ENSG00000100721
TIMM8A	ENSG00000126953
GABBR1	ENSG00000206511
PRG4	ENSG00000116690
NEK11	ENSG00000114670
WDR77	ENSG00000116455
NEU1	ENSG00000234846
TBC1D5	ENSG00000131374
TUBB	ENSG00000227739
HPS5	ENSG00000110756
BCKDHA	ENSG00000248098
DCC	ENSG00000187323
DECR2	ENSG00000242612
SLC2A10	ENSG00000197496
ZBTB16	ENSG00000109906
IER3	ENSG00000206478
SARS2	ENSG00000104835
GDF15	ENSG00000130513
BRD4	ENSG00000141867
POP5	ENSG00000167272
PCDH12	ENSG00000113555
IGLV3-25	ENSG00000211659
PHF8	ENSG00000172943
AANAT	ENSG00000129673
ATP5F1	ENSG00000116459
TPR	ENSG00000047410
TNK2	ENSG00000061938
C9orf40	ENSG00000135045
SOX1	ENSG00000182968
PDE1C	ENSG00000154678
EYA2	ENSG00000064655
C6orf123	ENSG00000146521
IGLV2-14	ENSG00000211666
C14orf132	ENSG00000227051
ZNF614	ENSG00000142556
MYNN	ENSG00000085274
PTP4A2	ENSG00000184007
KERA	ENSG00000139330
CAMSAP1	ENSG00000130559
DPH1	ENSG00000108963
ADRA1A	ENSG00000120907
ADORA3	ENSG00000121933
CACNB4	ENSG00000182389
HPCAL1	ENSG00000115756
TUBGCP3	ENSG00000126216
SCN11A	ENSG00000168356
KHSRP	ENSG00000088247
KHDRBS1	ENSG00000121774
ACO1	ENSG00000122729
SPARC	ENSG00000113140
CD44	ENSG00000026508
PBX2	ENSG00000236353
RAP1A	ENSG00000116473
NDUFB2	ENSG00000090266
LAT2	ENSG00000086730
FNBP4	ENSG00000109920
C1orf27	ENSG00000157181
IGLC1	ENSG00000211675
CCR4	ENSG00000183813
IGLC2	ENSG00000211677
IGLJ3	ENSG00000211678
FLRT3	ENSG00000125848
KLRF1	ENSG00000150045
SUPT3H	ENSG00000196284
ZNF629	ENSG00000102870
OCLM	ENSG00000262180
RPP21	ENSG00000239865
STAM2	ENSG00000115145
ST3GAL1	ENSG00000008513
PDC	ENSG00000116703
BCL7C	ENSG00000099385
HLA-DPA1	ENSG00000228163
TMEM39B	ENSG00000121775
PITPNM1	ENSG00000110697
UPK3A	ENSG00000100373
CCNC	ENSG00000112237
FOXD1	ENSG00000251493
YWHAE	ENSG00000108953
PTGS2	ENSG00000073756
BDKRB2	ENSG00000168398
ATN1	ENSG00000111676
BTF3	ENSG00000145741
PDE9A	ENSG00000160191
ARL2BP	ENSG00000102931
GLB1	ENSG00000170266
FMNL2	ENSG00000157827
KCND3	ENSG00000171385
PLA2G4A	ENSG00000116711
CYP2C19	ENSG00000165841
BDKRB1	ENSG00000100739
IAPP	ENSG00000121351
DRD3	ENSG00000151577
KPNA6	ENSG00000025800
FLOT1	ENSG00000230143
PDAP1	ENSG00000106244
RPS27A	ENSG00000143947
CTTNBP2NL	ENSG00000143079
CKAP5	ENSG00000175216
HEXA	ENSG00000213614
CDH5	ENSG00000179776
FAM5C	ENSG00000162670
MKI67	ENSG00000148773
WNT2B	ENSG00000134245
KIFC3	ENSG00000140859
TXLNA	ENSG00000084652
ABCF3	ENSG00000161204
MBD2	ENSG00000134046
HLA-DPB1	ENSG00000229295
DDR1	ENSG00000215522
ZNF24	ENSG00000172466
CCDC28B	ENSG00000160050
CYP21A2	ENSG00000233151
RGS1	ENSG00000090104
ZNF80	ENSG00000174255
MLLT4	ENSG00000130396
LAMA4	ENSG00000112769
SPINK1	ENSG00000164266
FZD10	ENSG00000111432
IQCC	ENSG00000160051
RTDR1	ENSG00000100218
CYP2C9	ENSG00000138109
RGS13	ENSG00000127074
MTIF2	ENSG00000085760
DAK	ENSG00000149476
GPSM3	ENSG00000234243
RPAP1	ENSG00000103932
PLLP	ENSG00000102934
RGS2	ENSG00000116741
TCP11	ENSG00000124678
XPOT	ENSG00000184575
GNAZ	ENSG00000128266
ATP11A	ENSG00000068650
DOM3Z	ENSG00000236765
CCL22	ENSG00000102962
ST6GALNAC2	ENSG00000070731
ATOX1	ENSG00000177556
CRK	ENSG00000167193
RPRM	ENSG00000177519
RAB36	ENSG00000100228
IPO7	ENSG00000205339
PTCD1	ENSG00000106246
MYEF2	ENSG00000104177
ARHGAP12	ENSG00000165322
SOX4	ENSG00000124766
HLA-E	ENSG00000236632
SLC2A8	ENSG00000136856
POLI	ENSG00000101751
MAGEC1	ENSG00000155495
NOTCH4	ENSG00000223355
LUM	ENSG00000139329
SLC44A4	ENSG00000232180
MXRA7	ENSG00000182534
KCNJ3	ENSG00000162989
FBXO31	ENSG00000103264
UCHL5	ENSG00000116750
CTF1	ENSG00000150281
ZBTB20	ENSG00000181722
ZMAT5	ENSG00000100319
BTNL3	ENSG00000168903
ZNF432	ENSG00000256087
NUMB	ENSG00000133961
DGKQ	ENSG00000145214
TRIM10	ENSG00000237192
MAP1LC3B	ENSG00000140941
HLA-B	ENSG00000224608
OPN1MW	ENSG00000147380
LCK	ENSG00000182866
COBL	ENSG00000106078
NR4A2	ENSG00000153234
ST7L	ENSG00000007341
ANKRA2	ENSG00000164331
GLP1R	ENSG00000112164
TM4SF5	ENSG00000142484
BCR	ENSG00000186716
SULT2B1	ENSG00000088002
RARRES3	ENSG00000133321
BTK	ENSG00000010671
GRK5	ENSG00000198873
ASCC2	ENSG00000100325
CEP192	ENSG00000101639
HDAC1	ENSG00000116478
DGKG	ENSG00000058866
KLHL2	ENSG00000109466
EHMT2	ENSG00000224143
DCN	ENSG00000011465
MAGEC2	ENSG00000046774
CLEC2B	ENSG00000110852
TROVE2	ENSG00000116747
GRM1	ENSG00000152822
GDF9	ENSG00000164404
NFE2	ENSG00000123405
GPD2	ENSG00000115159
MARCKSL1	ENSG00000175130
EDNRB	ENSG00000136160
HRASLS2	ENSG00000133328
AKAP8	ENSG00000105127
DDX58	ENSG00000107201
NTRK3	ENSG00000140538
SLC25A23	ENSG00000125648
CPSF4	ENSG00000160917
MICA	ENSG00000235233
ZCCHC14	ENSG00000140948
SNRPB2	ENSG00000125870
GLRX2	ENSG00000023572
CAPZA1	ENSG00000116489
KLF6	ENSG00000067082
SLC25A30	ENSG00000174032
CDC73	ENSG00000134371
FAM83E	ENSG00000105523
FCHO1	ENSG00000130475
KCNK5	ENSG00000164626
ARHGEF12	ENSG00000196914
CDK2AP2	ENSG00000167797
CYP2C8	ENSG00000138115
HLA-F	ENSG00000235220
BSDC1	ENSG00000160058
ATP6V1E1	ENSG00000131100
B3GALT2	ENSG00000162630
APLP1	ENSG00000105290
TBK1	ENSG00000183735
STMN4	ENSG00000015592
DRG2	ENSG00000108591
SYPL1	ENSG00000008282
PTER	ENSG00000165983
GALNT1	ENSG00000141429
LRRC32	ENSG00000137507
DHX16	ENSG00000231377
ZNF143	ENSG00000166478
RPL18	ENSG00000063177
KCNT2	ENSG00000162687
TCF7L2	ENSG00000148737
SGCA	ENSG00000108823
COL11A2	ENSG00000223699
TOPORS	ENSG00000197579
CX3CL1	ENSG00000006210
GNL1	ENSG00000232143
CABP2	ENSG00000167791
OCM	ENSG00000122543
BCL2L13	ENSG00000099968
POU4F1	ENSG00000152192
GAP43	ENSG00000172020
ACVR1	ENSG00000115170
GSTP1	ENSG00000084207
COL11A2	ENSG00000227801
TRIM15	ENSG00000227147
DPP6	ENSG00000130226
CA8	ENSG00000178538
RBBP4	ENSG00000162521
LSAMP	ENSG00000185565
DCUN1D4	ENSG00000109184
CFH	ENSG00000000971
RHOC	ENSG00000155366
IER3	ENSG00000235030
RAB32	ENSG00000118508
COPZ1	ENSG00000111481
RGS10	ENSG00000148908
RIBC2	ENSG00000128408
ANK1	ENSG00000029534
RAB11FIP3	ENSG00000090565
BID	ENSG00000015475
CCIN	ENSG00000185972
TRIM26	ENSG00000230230
CABP1	ENSG00000157782
MCF2L	ENSG00000126217
AFF4	ENSG00000072364
UTP15	ENSG00000164338
MYO1C	ENSG00000197879
THAP9	ENSG00000168152
YARS	ENSG00000134684
PSKH1	ENSG00000159792
MRPS12	ENSG00000128626
STK19	ENSG00000226257
POU5F1	ENSG00000237582
PPP2R1A	ENSG00000105568
MICB	ENSG00000231372
PKP4	ENSG00000144283
RUNX2	ENSG00000124813
CTRB2	ENSG00000168928
COL1A1	ENSG00000108821
LSM5	ENSG00000106355
RASSF3	ENSG00000153179
RFC2	ENSG00000049541
F13B	ENSG00000143278
NDUFB6	ENSG00000165264
SYNE1	ENSG00000131018
FBLN1	ENSG00000077942
ATP5J2	ENSG00000241468
IGLL1	ENSG00000128322
FBXO17	ENSG00000269190
C1GALT1	ENSG00000106392
CLEC10A	ENSG00000132514
SPINK5	ENSG00000133710
SLC16A1	ENSG00000155380
HPCA	ENSG00000121905
AKR1C1	ENSG00000187134
PTPN6	ENSG00000111679
JPH3	ENSG00000154118
RAB27B	ENSG00000041353
SIAH1	ENSG00000196470
ACADS	ENSG00000122971
TYRO3	ENSG00000092445
MXD3	ENSG00000213347
ASPM	ENSG00000066279
C2	ENSG00000235696
CPB2	ENSG00000080618
CTRL	ENSG00000141086
OTOR	ENSG00000125879
LRIG2	ENSG00000198799
VPS16	ENSG00000215305
HLA-G	ENSG00000235346
WDR48	ENSG00000114742
NUBPL	ENSG00000151413
PCSK2	ENSG00000125851
OSTF1	ENSG00000134996
AKAP8L	ENSG00000011243
ZNF79	ENSG00000196152
PRR3	ENSG00000223766
AK2	ENSG00000004455
CCL17	ENSG00000102970
MRPL3	ENSG00000114686
CPE	ENSG00000109472
SLC26A1	ENSG00000145217
SNX24	ENSG00000064652
USP16	ENSG00000156256
CTRB1	ENSG00000168925
ASGR2	ENSG00000161944
RECQL	ENSG00000004700
TKTL1	ENSG00000007350
RTN3	ENSG00000133318
PAXIP1	ENSG00000157212
NCOA3	ENSG00000124151
CRB1	ENSG00000134376
KRT6B	ENSG00000185479
PSMB10	ENSG00000205220
MICAL3	ENSG00000243156
MTMR3	ENSG00000100330
TIAL1	ENSG00000151923
PIK3CG	ENSG00000105851
CLTA	ENSG00000122705
ISYNA1	ENSG00000105655
C6orf10	ENSG00000237881
HCG4	ENSG00000228706
TRIM62	ENSG00000116525
BAZ2B	ENSG00000123636
IDUA	ENSG00000127415
SLC39A6	ENSG00000141424
APTX	ENSG00000137074
PCSK5	ENSG00000099139
B3GNT6	ENSG00000198488
CLEC1B	ENSG00000165682
BTNL2	ENSG00000225845
SMEK2	ENSG00000138041
CELSR3	ENSG00000008300
CIAPIN1	ENSG00000005194
PHTF1	ENSG00000116793
KLHDC4	ENSG00000104731
PTTG1	ENSG00000164611
